"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
0.000000000E0,1.505149841E1,-1.125385189E1,3.220614624E1,3.728850550E1
1.000000000E-2,1.471450806E1,-1.261670685E1,2.981231689E1,3.555941897E1
2.000000000E-2,1.278493500E1,-1.086361122E1,3.133874512E1,3.554700490E1
3.000000000E-2,1.501875305E1,-1.201856709E1,2.935333252E1,3.509454413E1
4.000000000E-2,1.457445526E1,-1.172653198E1,2.996060181E1,3.532087144E1
5.000000000E-2,1.366542816E1,-1.160195637E1,2.937322998E1,3.441127661E1
6.000000000E-2,1.471768188E1,-1.231925678E1,2.981079102E1,3.545500682E1
7.000000000E-2,1.455998230E1,-1.247570705E1,2.921261597E1,3.494300048E1
8.000000000E-2,1.516692352E1,-1.275446701E1,2.995602417E1,3.591761938E1
9.000000000E-2,1.409018707E1,-1.323695660E1,2.817135620E1,3.416688019E1
1.000000000E-1,1.654194641E1,-1.138415718E1,3.022784424E1,3.628991035E1
1.100000000E-1,1.518775940E1,-1.141039181E1,3.070098877E1,3.610285014E1
1.200000000E-1,1.652945709E1,-1.110002708E1,2.842218018E1,3.470236129E1
1.300000000E-1,1.503061676E1,-1.127161217E1,2.980062866E1,3.522848492E1
1.400000000E-1,1.366065979E1,-1.204813194E1,2.937548828E1,3.456429402E1
1.500000000E-1,1.397692108E1,-1.129238701E1,3.011853027E1,3.507133007E1
1.600000000E-1,1.575865936E1,-1.348828220E1,2.949890137E1,3.606181198E1
1.700000000E-1,1.458081818E1,-1.113163185E1,2.995761108E1,3.512793686E1
1.800000000E-1,1.395927429E1,-1.233901215E1,2.937207031E1,3.478262604E1
1.900000000E-1,1.489039612E1,-9.792087555E0,2.919421387E1,3.420396174E1
2.000000000E-1,1.577631378E1,-1.244165707E1,3.024539185E1,3.631075096E1
2.100000000E-1,1.381579590E1,-1.322021675E1,3.133352661E1,3.670749565E1
2.200000000E-1,1.532532501E1,-1.156582165E1,2.934616089E1,3.506894604E1
2.300000000E-1,1.503179932E1,-1.200746727E1,3.085678101E1,3.636310211E1
2.400000000E-1,1.397039795E1,-1.129793739E1,2.936682129E1,3.442710561E1
2.500000000E-1,1.502788544E1,-1.201079750E1,3.040576172E1,3.598064678E1
2.600000000E-1,1.517453766E1,-1.083214188E1,2.844281006E1,3.400875380E1
2.700000000E-1,1.412032318E1,-1.247446156E1,3.072344971E1,3.604061708E1
2.800000000E-1,1.563164520E1,-1.258700752E1,3.115066528E1,3.705597169E1
2.900000000E-1,1.486830139E1,-1.246358681E1,2.995944214E1,3.569279417E1
3.000000000E-1,1.562626648E1,-1.200209713E1,2.979455566E1,3.572038755E1
3.100000000E-1,1.501834869E1,-1.290314674E1,3.041027832E1,3.628811129E1
3.200000000E-1,1.515126038E1,-1.276778698E1,2.815188599E1,3.442536507E1
3.300000000E-1,1.501948547E1,-1.231268692E1,2.980587769E1,3.557495675E1
3.400000000E-1,1.412293243E1,-1.247224140E1,3.102416992E1,3.629756391E1
3.500000000E-1,1.471376801E1,-1.232258701E1,2.935977173E1,3.507616449E1
3.600000000E-1,1.501296234E1,-1.231823635E1,2.905416870E1,3.494671235E1
3.700000000E-1,1.489174652E1,-1.111729240E1,3.100512695E1,3.614797646E1
3.800000000E-1,1.396461487E1,-1.159760666E1,2.906762695E1,3.427013110E1
3.900000000E-1,1.639585114E1,-1.226758194E1,3.188858032E1,3.789721700E1
4.000000000E-1,1.547593689E1,-1.171015167E1,2.949481201E1,3.530688616E1
4.100000000E-1,1.426107788E1,-1.233244133E1,2.936712646E1,3.489836054E1
4.200000000E-1,1.486438751E1,-1.246691704E1,2.950842285E1,3.531460117E1
4.300000000E-1,1.532128906E1,-1.230611706E1,2.980096436E1,3.569705719E1
4.400000000E-1,1.577688599E1,-1.214642715E1,2.994317627E1,3.595886023E1
4.500000000E-1,1.577688599E1,-1.214642715E1,2.994317627E1,3.595886023E1
4.600000000E-1,1.577688599E1,-1.214642715E1,2.994317627E1,3.595886023E1
4.700000000E-1,1.577688599E1,-1.214642715E1,2.994317627E1,3.595886023E1
4.800000000E-1,1.561974335E1,-1.200764751E1,2.904281616E1,3.509480235E1
4.900000000E-1,1.395291138E1,-1.293391228E1,2.937506104E1,3.499805757E1
5.000000000E-1,1.486756897E1,-1.216946697E1,2.950692749E1,3.521078391E1
5.100000000E-1,1.608374023E1,-1.154606628E1,2.978491211E1,3.576505747E1
5.200000000E-1,1.518123627E1,-1.141594219E1,2.994924927E1,3.546478820E1
5.300000000E-1,1.518123627E1,-1.141594219E1,2.994924927E1,3.546478820E1
5.400000000E-1,1.308139801E1,-1.159844685E1,3.163824463E1,3.614727467E1
5.500000000E-1,1.487886047E1,-1.171774101E1,3.025637817E1,3.569501875E1
5.600000000E-1,1.486756897E1,-1.216946697E1,2.950692749E1,3.521078391E1
5.700000000E-1,1.488061523E1,-1.215836716E1,3.101037598E1,3.648152985E1
5.800000000E-1,1.410727692E1,-1.248556137E1,2.922000122E1,3.476654967E1
5.900000000E-1,1.474174500E1,-1.200404739E1,3.221481323E1,3.740602078E1
6.000000000E-1,1.517153168E1,-1.171894169E1,2.919903564E1,3.492982465E1
6.100000000E-1,1.471711731E1,-1.261448669E1,3.011297607E1,3.581215079E1
6.200000000E-1,1.501892090E1,-1.260791683E1,3.010806274E1,3.593080842E1
6.300000000E-1,1.531476593E1,-1.231166649E1,2.904922485E1,3.507102297E1
6.400000000E-1,1.427754211E1,-1.054996204E1,2.905746460E1,3.405122842E1
6.500000000E-1,1.352451324E1,-1.115462685E1,2.997482300E1,3.472503668E1
6.600000000E-1,1.456593323E1,-1.276538658E1,3.026657104E1,3.593308821E1
6.700000000E-1,1.473738098E1,-1.156564140E1,3.116015625E1,3.635807746E1
6.800000000E-1,1.578092194E1,-1.140613174E1,2.948840332E1,3.533699575E1
6.900000000E-1,1.409297180E1,-1.382408714E1,2.922674561E1,3.526924862E1
7.000000000E-1,1.518367767E1,-1.082437134E1,2.949523926E1,3.489527506E1
7.100000000E-1,1.397431183E1,-1.129460716E1,2.981784058E1,3.481311762E1
7.200000000E-1,1.532650757E1,-1.230167675E1,3.040234375E1,3.620132029E1
7.300000000E-1,1.547969055E1,-1.111747169E1,2.919113159E1,3.486174350E1
7.400000000E-1,1.548160553E1,-1.214744759E1,3.069982910E1,3.646532736E1
7.500000000E-1,1.579771423E1,-1.080235291E1,3.068814087E1,3.616656734E1
7.600000000E-1,1.485325623E1,-1.350799179E1,2.951367188E1,3.569512418E1
7.700000000E-1,1.516415405E1,-1.216733742E1,2.890060425E1,3.483160338E1
7.800000000E-1,1.397357941E1,-1.100048637E1,2.936529541E1,3.433063059E1
7.900000000E-1,1.608753204E1,-1.227970123E1,3.114178467E1,3.714041602E1
8.000000000E-1,1.488261414E1,-1.112506199E1,2.995269775E1,3.524802563E1
8.100000000E-1,1.366400146E1,-1.234003162E1,3.012869263E1,3.530891440E1
8.200000000E-1,1.503004456E1,-1.156684113E1,3.010281372E1,3.557911532E1
8.300000000E-1,1.367370605E1,-1.203703213E1,3.087893677E1,3.585204479E1
8.400000000E-1,1.486296082E1,-1.320499229E1,3.026388550E1,3.621024981E1
8.500000000E-1,1.366457367E1,-1.204480171E1,2.982653809E1,3.494882253E1
8.600000000E-1,1.503656769E1,-1.156129169E1,3.085452271E1,3.621827446E1
8.700000000E-1,1.607897186E1,-1.199224186E1,2.978717041E1,3.591131746E1
8.800000000E-1,1.427294159E1,-1.158548641E1,2.981442261E1,3.502627803E1
8.900000000E-1,1.381127167E1,-1.219246197E1,2.952413940E1,3.480060576E1
9.000000000E-1,1.564261627E1,-1.095658112E1,3.039068604E1,3.589334076E1
9.100000000E-1,1.518759155E1,-1.082104206E1,2.994625854E1,3.527798590E1
9.200000000E-1,1.501948547E1,-1.231268692E1,2.980587769E1,3.557495675E1
9.300000000E-1,1.532646179E1,-1.097536087E1,2.874182129E1,3.437224561E1
