"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
0.000000000E0,1.295120239E1,3.720319748E0,3.246801758E1,3.515318745E1
1.000000000E-2,1.237263489E1,5.202199936E0,3.352273560E1,3.610981556E1
2.000000000E-2,1.113693237E1,3.235832214E0,3.265011597E1,3.464869327E1
3.000000000E-2,1.251513672E1,4.903594971E0,3.292041016E1,3.555878648E1
4.000000000E-2,1.205953979E1,4.743904114E0,3.277819824E1,3.524694889E1
5.000000000E-2,1.384603882E1,2.994182587E0,3.215628052E1,3.513835934E1
6.000000000E-2,1.268078613E1,5.803668976E0,3.351483154E1,3.630053504E1
7.000000000E-2,1.129724884E1,3.394504547E0,3.354898071E1,3.556240430E1
8.000000000E-2,1.187854004E1,2.651809692E0,3.188909912E1,3.413277678E1
9.000000000E-2,1.053475189E1,3.960767746E0,3.190447998E1,3.383141323E1
1.000000000E-1,1.204465485E1,3.110149384E0,3.308712769E1,3.534833459E1
1.100000000E-1,1.100858307E1,5.462314606E0,3.249099731E1,3.473745369E1
1.200000000E-1,1.083513641E1,3.229263306E0,3.265502930E1,3.455689889E1
1.300000000E-1,1.219005585E1,2.961378098E0,3.263439941E1,3.496242622E1
1.400000000E-1,1.265143585E1,3.420740128E0,3.307577515E1,3.557762209E1
1.500000000E-1,1.143220520E1,3.236852646E0,3.189346313E1,3.403476930E1
1.600000000E-1,1.220697021E1,4.302124023E0,3.292831421E1,3.538067650E1
1.700000000E-1,1.296294403E1,3.730310440E0,3.382107544E1,3.641178762E1
1.800000000E-1,1.145622253E1,4.878379822E0,3.263693237E1,3.493154705E1
1.900000000E-1,1.175717163E1,4.442102432E0,3.308529663E1,3.539209251E1
2.000000000E-1,1.145899963E1,4.291250229E0,3.369235229E1,3.584547537E1
2.100000000E-1,1.219249725E1,3.552947998E0,3.218035889E1,3.459560560E1
2.200000000E-1,1.145956421E1,4.586479187E0,3.339016724E1,3.559860491E1
2.300000000E-1,1.220771027E1,4.008003235E0,3.338085938E1,3.576833869E1
2.400000000E-1,1.190516663E1,4.295555115E0,3.293322754E1,3.528147194E1
2.500000000E-1,1.173110962E1,3.093587875E0,3.173895264E1,3.397867468E1
2.600000000E-1,1.191152954E1,4.890455246E0,3.293023682E1,3.535818979E1
2.700000000E-1,1.281114197E1,4.610492706E0,3.261630249E1,3.534409696E1
2.800000000E-1,1.359561157E1,5.978765488E0,3.440139771E1,3.747055450E1
2.900000000E-1,1.175574493E1,3.704029083E0,3.384075928E1,3.601547388E1
3.000000000E-1,1.281693268E1,4.910163879E0,3.291549683E1,3.566249296E1
3.100000000E-1,1.326400757E1,4.030998230E0,3.336364746E1,3.612915465E1
3.200000000E-1,1.099687958E1,4.126008987E0,3.279840088E1,3.483805980E1
3.300000000E-1,1.325271606E1,3.579273224E0,3.261416626E1,3.538544221E1
3.400000000E-1,1.113835144E1,3.973907471E0,3.189465332E1,3.401652134E1
3.500000000E-1,1.070938873E1,5.457963943E0,3.279656982E1,3.492986358E1
3.600000000E-1,1.145899963E1,4.291250229E0,3.369235229E1,3.584547537E1
3.700000000E-1,1.235298157E1,3.122270584E0,3.383392334E1,3.615354887E1
3.800000000E-1,1.326009369E1,4.027667999E0,3.291259766E1,3.571122063E1
3.900000000E-1,1.145883179E1,4.880599976E0,3.293762207E1,3.521380453E1
4.000000000E-1,1.236077118E1,4.455244064E0,3.307543945E1,3.558964117E1
4.100000000E-1,1.249907684E1,4.005693436E0,3.217318726E1,3.474746725E1
4.200000000E-1,1.130646515E1,5.465553284E0,3.203500366E1,3.440857286E1
4.300000000E-1,1.190590668E1,4.001434326E0,3.338580322E1,3.567035110E1
4.400000000E-1,1.190056610E1,3.260028839E0,3.369021606E1,3.587871124E1
4.500000000E-1,1.190056610E1,3.260028839E0,3.369021606E1,3.587871124E1
4.600000000E-1,1.190056610E1,3.260028839E0,3.369021606E1,3.587871124E1
4.700000000E-1,1.190056610E1,3.260028839E0,3.369021606E1,3.587871124E1
4.800000000E-1,1.190056610E1,3.260028839E0,3.369021606E1,3.587871124E1
4.900000000E-1,1.085858154E1,4.575559616E0,3.370068359E1,3.570126908E1
5.000000000E-1,1.251212311E1,4.016794205E0,3.367663574E1,3.614973935E1
5.100000000E-1,1.251252747E1,4.901374817E0,3.261972046E1,3.527935631E1
5.200000000E-1,1.267300415E1,4.470693588E0,3.427331543E1,3.681375132E1
5.300000000E-1,1.175399017E1,4.144653320E0,3.308679199E1,3.535633240E1
5.400000000E-1,1.221684265E1,4.015773773E0,3.443325806E1,3.675631842E1
5.500000000E-1,1.219861603E1,2.673919678E0,3.398901367E1,3.621062178E1
5.600000000E-1,1.204188538E1,3.697278976E0,3.203170776E1,3.441957550E1
5.700000000E-1,1.175003052E1,5.467639923E0,3.097525024E1,3.357714150E1
5.800000000E-1,1.297423553E1,4.182035446E0,3.457055664E1,3.716104943E1
5.900000000E-1,1.206940460E1,4.457553864E0,3.428314209E1,3.661794841E1
6.000000000E-1,1.252165985E1,4.909145355E0,3.367211914E1,3.625883728E1
6.100000000E-1,1.115441895E1,4.871809006E0,3.264187622E1,3.483744635E1
6.200000000E-1,1.236350250E1,5.194429398E0,3.247033691E1,3.513062866E1
6.300000000E-1,1.115441895E1,4.871809006E0,3.264187622E1,3.483744635E1
6.400000000E-1,1.009799957E1,4.111848831E0,3.356491089E1,3.529136069E1
6.500000000E-1,1.250473785E1,3.568399429E0,3.337820435E1,3.582187137E1
6.600000000E-1,1.040224457E1,4.709989548E0,3.310592651E1,3.501989526E1
6.700000000E-1,1.207083130E1,5.195629120E0,3.352767944E1,3.601117631E1
6.800000000E-1,1.281517792E1,5.350788116E0,3.216149902E1,3.503172474E1
6.900000000E-1,1.145439148E1,3.255723953E0,3.444931030E1,3.644938687E1
7.000000000E-1,1.280612946E1,2.690389633E0,3.443017578E1,3.683303072E1
7.100000000E-1,1.174620056E1,2.811679840E0,3.384527588E1,3.593579651E1
7.200000000E-1,1.220771027E1,4.008003235E0,3.338085938E1,3.576833869E1
7.300000000E-1,1.280261993E1,3.571638107E0,3.292224121E1,3.550405107E1
7.400000000E-1,1.085540009E1,4.278110504E0,3.370217896E1,3.566481189E1
7.500000000E-1,1.281766510E1,4.616043091E0,3.336804199E1,3.604201186E1
7.600000000E-1,1.281693268E1,4.910163879E0,3.291549683E1,3.566249296E1
7.700000000E-1,1.083122253E1,3.225933075E0,3.220397949E1,3.412943482E1
7.800000000E-1,1.129215240E1,4.127027512E0,3.204177856E1,3.422310091E1
7.900000000E-1,1.115140533E1,3.985008240E0,3.339810181E1,3.543539665E1
8.000000000E-1,1.251847839E1,4.611694336E0,3.367361450E1,3.622005438E1
8.100000000E-1,1.039645386E1,4.410318375E0,3.280676270E1,3.469612139E1
8.200000000E-1,1.205317688E1,4.149003983E0,3.278118896E1,3.517242751E1
8.300000000E-1,1.250616455E1,4.306474686E0,3.262271118E1,3.520214711E1
8.400000000E-1,1.219641113E1,3.556278229E0,3.263140869E1,3.501725850E1
8.500000000E-1,1.131217194E1,3.701944351E0,3.490057373E1,3.687437691E1
8.600000000E-1,1.234368896E1,3.703849792E0,3.202679443E1,3.452246692E1
8.700000000E-1,1.205635834E1,4.446453094E0,3.277969360E1,3.520845118E1
8.800000000E-1,1.206288147E1,4.452003479E0,3.353143311E1,3.591226045E1
8.900000000E-1,1.191368866E1,5.334409714E0,3.262731934E1,3.514162591E1
9.000000000E-1,1.250616455E1,4.306474686E0,3.262271118E1,3.520214711E1
9.100000000E-1,1.176760864E1,4.450983047E0,3.428805542E1,3.652339809E1
9.200000000E-1,1.249645996E1,4.003473282E0,3.187249756E1,3.446803462E1
9.300000000E-1,1.174995422E1,3.404359818E0,3.354159546E1,3.570279703E1
9.400000000E-1,1.069825745E1,4.416887283E0,3.280181885E1,3.478391763E1
9.500000000E-1,1.295642090E1,3.724760056E0,3.306936646E1,3.571170225E1
9.600000000E-1,1.143164062E1,2.941623688E0,3.219564819E1,3.429133010E1
9.700000000E-1,1.220754242E1,4.597352982E0,3.262615967E1,3.513724578E1
