"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
0.000000000E0,1.621588135E1,-1.450618267E1,3.130090332E1,3.811995137E1
1.000000000E-2,1.653273010E1,-1.345520687E1,3.174179077E1,3.823499755E1
2.000000000E-2,1.562251282E1,-1.259477711E1,3.009823608E1,3.617450943E1
3.000000000E-2,1.652620697E1,-1.346075726E1,3.099005127E1,3.761237536E1
4.000000000E-2,1.682801056E1,-1.345418739E1,3.098513794E1,3.773957963E1
5.000000000E-2,1.548564148E1,-1.140715218E1,3.024505615E1,3.584259525E1
6.000000000E-2,1.579531860E1,-1.272023678E1,3.280273438E1,3.856573474E1
7.000000000E-2,1.698118591E1,-1.226998234E1,2.977389526E1,3.640601572E1
8.000000000E-2,1.562847137E1,-1.288445663E1,3.115216064E1,3.715797967E1
9.000000000E-2,1.667221832E1,-1.464061165E1,3.189566040E1,3.885413138E1
1.000000000E-1,1.639727783E1,-1.152950668E1,3.113311768E1,3.702797943E1
1.100000000E-1,1.772659302E1,-1.358764267E1,3.036975098E1,3.769851334E1
1.200000000E-1,1.577965546E1,-1.273355675E1,3.099859619E1,3.704124673E1
1.300000000E-1,1.757598877E1,-1.344331169E1,3.022109985E1,3.745601269E1
1.400000000E-1,1.623235321E1,-1.272370148E1,3.099121094E1,3.722683206E1
1.500000000E-1,1.715467072E1,-1.136324692E1,3.127038574E1,3.743318224E1
1.600000000E-1,1.669765472E1,-1.226101208E1,3.188366699E1,3.802252374E1
1.700000000E-1,1.620874786E1,-1.348064709E1,2.919082642E1,3.600771723E1
1.800000000E-1,1.577965546E1,-1.273355675E1,3.099859619E1,3.704124673E1
1.900000000E-1,1.698179626E1,-1.330106735E1,3.113226318E1,3.787502618E1
2.000000000E-1,1.637962341E1,-1.257613182E1,3.038662720E1,3.673960080E1
2.100000000E-1,1.731182098E1,-1.150202656E1,3.217074585E1,3.830081787E1
2.200000000E-1,1.654067993E1,-1.271158218E1,3.173803711E1,3.798001335E1
