"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
0.000000000E0,1.713109589E1,-8.730596542E0,2.524310303E1,3.173187692E1
1.000000000E-2,1.502742004E1,-6.853151321E0,2.391467285E1,2.906373365E1
2.000000000E-2,1.413319397E1,-7.158102036E0,2.558471680E1,3.009257932E1
3.000000000E-2,1.475155640E1,-6.248170853E0,2.617175293E1,3.068564333E1
4.000000000E-2,1.323574066E1,-6.434185982E0,2.559573364E1,2.952499214E1
5.000000000E-2,1.534085083E1,-7.573557377E0,2.616867065E1,3.126499319E1
6.000000000E-2,1.534880066E1,-6.829931259E0,2.616491699E1,3.109399498E1
7.000000000E-2,1.489365387E1,-7.431356907E0,2.662634277E1,3.140076624E1
8.000000000E-2,1.428914642E1,-6.561026573E0,2.542892456E1,2.989744102E1
9.000000000E-2,1.504625702E1,-6.542381287E0,2.571731567E1,3.050529345E1
1.000000000E-1,1.551111603E1,-5.637955666E0,2.600613403E1,3.080097842E1
1.100000000E-1,1.461746216E1,-5.647676468E0,2.737399292E1,3.154206616E1
1.200000000E-1,1.427541351E1,-7.604321957E0,2.513348389E1,2.988821098E1
1.300000000E-1,1.276294708E1,-8.082237244E0,2.531066895E1,2.947618258E1
1.400000000E-1,1.370439148E1,-6.263396263E0,2.724142456E1,3.113094426E1
1.500000000E-1,1.549998474E1,-6.679030418E0,2.601138306E1,3.100727371E1
1.600000000E-1,1.535324097E1,-5.205057144E0,2.465322876E1,2.950586918E1
1.700000000E-1,1.535459137E1,-6.530261040E0,2.646414185E1,3.128511769E1
1.800000000E-1,1.504699707E1,-6.836501122E0,2.616986084E1,3.095176061E1
1.900000000E-1,1.581092072E1,-6.664690971E0,2.705886841E1,3.204037576E1
2.000000000E-1,1.580439758E1,-6.670240402E0,2.630712891E1,3.140598862E1
2.100000000E-1,1.519744873E1,-6.391481400E0,2.556375122E1,3.041905421E1
2.200000000E-1,1.428380585E1,-7.302432060E0,2.573336792E1,3.032422873E1
2.300000000E-1,1.475558472E1,-5.507876396E0,2.571701050E1,3.015673410E1
2.400000000E-1,1.354986572E1,-6.122397423E0,2.664175415E1,3.051009137E1
2.500000000E-1,1.533766937E1,-7.871007442E0,2.617016602E1,3.133806709E1
2.600000000E-1,1.519165802E1,-6.691151619E0,2.526458740E1,3.023007377E1
2.700000000E-1,1.579843140E1,-6.380560875E0,2.525323486E1,3.046354974E1
2.800000000E-1,1.608563995E1,-7.860132217E0,2.540615845E1,3.108057880E1
2.900000000E-1,1.548351288E1,-8.461511612E0,2.632104492E1,3.168806961E1
3.000000000E-1,1.564781952E1,-6.236231804E0,2.510461426E1,3.023220964E1
3.100000000E-1,1.459703064E1,-6.107172012E0,2.557208252E1,3.007161881E1
3.200000000E-1,1.627458191E1,-5.024412155E0,2.629150391E1,3.132650494E1
3.300000000E-1,1.519944000E1,-5.358177185E0,2.450610352E1,2.933056680E1
3.400000000E-1,1.355320740E1,-6.414296150E0,2.739495850E1,3.123005567E1
3.500000000E-1,1.488769531E1,-7.141676903E0,2.557241821E1,3.044003275E1
3.600000000E-1,1.536311340E1,-5.491406441E0,2.615817261E1,3.082905760E1
3.700000000E-1,1.489365387E1,-7.431356907E0,2.662634277E1,3.140076624E1
3.800000000E-1,1.383355713E1,-6.720716476E0,2.528671265E1,2.959650603E1
3.900000000E-1,1.383792877E1,-7.159121513E0,2.634136963E1,3.060406913E1
4.000000000E-1,1.415753937E1,-6.695276260E0,2.783764648E1,3.194052609E1
4.100000000E-1,1.503712463E1,-6.550151825E0,2.466488647E1,2.962053732E1
4.200000000E-1,1.504222870E1,-7.282676697E0,2.617208862E1,3.105292654E1
4.300000000E-1,1.520079803E1,-6.683381081E0,2.631698608E1,3.111776984E1
4.400000000E-1,1.428380585E1,-7.302432060E0,2.573336792E1,3.032422873E1
4.500000000E-1,1.473532104E1,-6.556721687E0,2.466983032E1,2.947407019E1
4.600000000E-1,1.504364777E1,-6.544601440E0,2.541662598E1,3.025141356E1
4.700000000E-1,1.535516357E1,-6.235031128E0,2.616192627E1,3.096938888E1
4.800000000E-1,1.535516357E1,-6.235031128E0,2.616192627E1,3.096938888E1
4.900000000E-1,1.535516357E1,-6.235031128E0,2.616192627E1,3.096938888E1
5.000000000E-1,1.535516357E1,-6.235031128E0,2.616192627E1,3.096938888E1
5.100000000E-1,1.413393402E1,-7.452221870E0,2.603726196E1,3.054902146E1
5.200000000E-1,1.429811859E1,-5.963906288E0,2.572662354E1,3.003104281E1
5.300000000E-1,1.429250336E1,-6.852926254E0,2.618215942E1,3.060626933E1
5.400000000E-1,1.577442169E1,-8.022087097E0,2.450976562E1,3.023102499E1
5.500000000E-1,1.414306641E1,-7.444452286E0,2.708966064E1,3.145307475E1
5.600000000E-1,1.399722290E1,-6.853946686E0,2.693878174E1,3.112228776E1
5.700000000E-1,1.551490021E1,-6.371590614E0,2.736297607E1,3.209426358E1
5.800000000E-1,1.581092072E1,-6.664690971E0,2.705886841E1,3.204037576E1
5.900000000E-1,1.564525604E1,-7.564767361E0,2.646447754E1,3.166020078E1
6.000000000E-1,1.505988312E1,-6.236051559E0,2.691857910E1,3.146900569E1
6.100000000E-1,1.429290009E1,-5.968346596E0,2.512524414E1,2.951586094E1
6.200000000E-1,1.473650360E1,-7.292576790E0,2.572601318E1,3.053152418E1
6.300000000E-1,1.414188385E1,-6.708596230E0,2.603350830E1,3.037666369E1
6.400000000E-1,1.519284821E1,-7.427007198E0,2.632073975E1,3.128521078E1
6.500000000E-1,1.278423309E1,-7.179897308E0,2.665930176E1,3.042541555E1
6.600000000E-1,1.322200012E1,-7.477481842E0,2.530029297E1,2.950997876E1
6.700000000E-1,1.382242584E1,-7.761792183E0,2.529196167E1,2.984942544E1
6.800000000E-1,1.473650360E1,-7.292576790E0,2.572601318E1,3.053152418E1
6.900000000E-1,1.474127197E1,-6.846401215E0,2.572375488E1,3.042843858E1
7.000000000E-1,1.459123993E1,-6.406841278E0,2.527291870E1,2.987762235E1
7.100000000E-1,1.397882843E1,-7.606451988E0,2.573980713E1,3.026224425E1
7.200000000E-1,1.504875183E1,-7.277127266E0,2.692382812E1,3.169091406E1
7.300000000E-1,1.386035156E1,-5.666321754E0,2.708560181E1,3.094909325E1
7.400000000E-1,1.429432678E1,-5.230271339E0,2.436978149E1,2.873272988E1
7.500000000E-1,1.520454407E1,-6.090702057E0,2.601330566E1,3.074031365E1
7.600000000E-1,1.563277435E1,-7.280637741E0,2.465881348E1,3.009066968E1
7.700000000E-1,1.534284210E1,-6.540251732E0,2.511102295E1,3.014533413E1
7.800000000E-1,1.472696686E1,-8.184926033E0,2.573049927E1,3.075605891E1
7.900000000E-1,1.458329010E1,-7.150466919E0,2.527667236E1,3.004516089E1
